Date,windcode,sec_name,Open,High,Low,Close,Volume,Adj Close,trade_status,pct_chg,maxupordown,new_column
2016-07-18 00:00:00.005,000001.SZ,平安银行,8.99,9.08,8.97,9.04,50693492.0,9.04,1,0.55617352614,0,1
2016-07-19 00:00:00.005,000001.SZ,平安银行,9.04,9.05,8.95,8.97,36278781.0,8.97,1,-0.774336283186,0,1
2016-07-20 00:00:00.005,000001.SZ,平安银行,8.96,8.99,8.95,8.96,31092641.0,8.96,1,-0.111482720178,0,1
2016-07-21 00:00:00.005,000001.SZ,平安银行,8.95,9.01,8.95,8.99,34026127.0,8.99,1,0.334821428571,0,1
2016-07-22 00:00:00.005,000001.SZ,平安银行,8.99,8.99,8.92,8.94,29554964.0,8.94,1,-0.55617352614,0,1
2016-07-25 00:00:00.005,000001.SZ,平安银行,8.93,8.98,8.91,8.98,26468286.0,8.98,1,0.447427293065,0,1
2016-07-26 00:00:00.005,000001.SZ,平安银行,8.97,9.12,8.97,9.11,54655692.0,9.11,1,1.44766146993,0,1
2016-07-27 00:00:00.005,000001.SZ,平安银行,9.12,9.17,8.91,9.01,81867834.0,9.01,1,-1.09769484083,0,1
2016-07-28 00:00:00.005,000001.SZ,平安银行,8.98,9.11,8.97,9.08,47991038.0,9.08,1,0.776914539401,0,1
2016-07-29 00:00:00.005,000001.SZ,平安银行,9.08,9.24,9.03,9.2,67142534.0,9.2,1,1.32158590308,0,1
